fighter_1,fighter_2,result,weight_class,method,round,time,fight_link,event_url
Matt Serra,Jeff Curran,win,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/5bdaa71a5daebcb5,http://ufcstats.com/event-details/94609dd91731d428
Matt Hughes,Frank Trigg,win,Welterweight,SUB Rear Naked Choke,1,3:54,http://ufcstats.com/fight-details/2cfde31b41b2220d,http://ufcstats.com/event-details/e670f8cc2969a789
Matt Lindland,Falaniko Vitale,win,Middleweight,KO/TKO Punches,3,4:23,http://ufcstats.com/fight-details/9f108233c7c787d9,http://ufcstats.com/event-details/e670f8cc2969a789
Wesley Correira,David Abbott,win,Heavyweight,KO/TKO,1,2:14,http://ufcstats.com/fight-details/d1d33be012417f75,http://ufcstats.com/event-details/e670f8cc2969a789
Evan Tanner,Phil Baroni,win,Middleweight,KO/TKO Elbows,1,4:42,http://ufcstats.com/fight-details/b35adb9d047f5cd8,http://ufcstats.com/event-details/e670f8cc2969a789
Robbie Lawler,Chris Lytle,win,Welterweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/7d2d327fd7580364,http://ufcstats.com/event-details/e670f8cc2969a789
Pedro Rizzo,Ricco Rodriguez,win,Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/906d6f62fb7f9b19,http://ufcstats.com/event-details/e670f8cc2969a789
Keith Rockel,Chris Liguori,win,Middleweight,SUB Guillotine Choke,1,3:29,http://ufcstats.com/fight-details/61a211b4a7f942cd,http://ufcstats.com/event-details/e670f8cc2969a789
Yves Edwards,Nick Agallar,win,Lightweight,KO/TKO Punch,2,2:14,http://ufcstats.com/fight-details/823d7037552a8907,http://ufcstats.com/event-details/e670f8cc2969a789
Randy Couture,Tito Ortiz,win,Light Heavyweight,U-DEC,5,5:00,http://ufcstats.com/fight-details/6cd107e2f5886b25,http://ufcstats.com/event-details/c61f66d8c3fd5f07
Andrei Arlovski,Vladimir Matyushenko,win,Heavyweight,KO/TKO Punches,1,1:59,http://ufcstats.com/fight-details/fdb4ea9783c4452a,http://ufcstats.com/event-details/c61f66d8c3fd5f07
Tim Sylvia,Gan McGee,win,Heavyweight,KO/TKO Punch,1,1:54,http://ufcstats.com/fight-details/6e7eb1720bec2bca,http://ufcstats.com/event-details/c61f66d8c3fd5f07
Jorge Rivera,David Loiseau,win,Middleweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/ac6fd4c78f0e3198,http://ufcstats.com/event-details/c61f66d8c3fd5f07
Rich Franklin,Edwin DeWees,win,Light Heavyweight,KO/TKO Knees,1,3:35,http://ufcstats.com/fight-details/180128adae7897db,http://ufcstats.com/event-details/c61f66d8c3fd5f07
Karo Parisyan,Dave Strasser,win,Welterweight,SUB Kimura,1,3:52,http://ufcstats.com/fight-details/e5b2782426c8109c,http://ufcstats.com/event-details/c61f66d8c3fd5f07
Josh Thomson,Gerald Strebendt,win,Lightweight,KO/TKO Punches,1,2:45,http://ufcstats.com/fight-details/3cdcaa0a59dfb8ea,http://ufcstats.com/event-details/c61f66d8c3fd5f07
Nick Diaz,Jeremy Jackson,win,Welterweight,SUB Armbar,3,2:04,http://ufcstats.com/fight-details/5ac9cf4ffc15ccca,http://ufcstats.com/event-details/c61f66d8c3fd5f07
Hermes Franca,Caol Uno,win,Lightweight,KO/TKO Punch,2,2:46,http://ufcstats.com/fight-details/10976fbb37d41c43,http://ufcstats.com/event-details/c61f66d8c3fd5f07
Randy Couture,Chuck Liddell,win,Light Heavyweight,KO/TKO Punches,3,2:39,http://ufcstats.com/fight-details/c83cba9573cca196,http://ufcstats.com/event-details/108afe61a26bcbf4
Kimo Leopoldo,David Abbott,win,Heavyweight,SUB Arm Triangle,1,1:59,http://ufcstats.com/fight-details/ffe629a5232a878b,http://ufcstats.com/event-details/108afe61a26bcbf4
Vitor Belfort,Marvin Eastman,win,Light Heavyweight,KO/TKO Knees,1,1:07,http://ufcstats.com/fight-details/400aa8a24e1d8997,http://ufcstats.com/event-details/108afe61a26bcbf4
Vernon White,Ian Freeman,"draw


draw",Heavyweight,S-DEC,3,5:00,http://ufcstats.com/fight-details/ed503d1c8963d894,http://ufcstats.com/event-details/108afe61a26bcbf4
Frank Mir,Wes Sims,win,Heavyweight,DQ,1,2:55,http://ufcstats.com/fight-details/b5854feb57f40bb4,http://ufcstats.com/event-details/108afe61a26bcbf4
Yves Edwards,Eddie Ruiz,win,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/be0507682d0ce713,http://ufcstats.com/event-details/108afe61a26bcbf4
Falaniko Vitale,Matt Lindland,win,Middleweight,KO/TKO Slam,1,1:56,http://ufcstats.com/fight-details/4f5ce22f8384d151,http://ufcstats.com/event-details/108afe61a26bcbf4
Pedro Rizzo,Tra Telligman,win,Heavyweight,KO/TKO,2,4:24,http://ufcstats.com/fight-details/9fb822537c12d726,http://ufcstats.com/event-details/108afe61a26bcbf4
Matt Hughes,Sean Sherk,win,Welterweight,U-DEC,5,5:00,http://ufcstats.com/fight-details/00a5e033391bf8df,http://ufcstats.com/event-details/ae58685caf8e4a0d
Pete Spratt,Robbie Lawler,win,Welterweight,SUB Injury,2,2:28,http://ufcstats.com/fight-details/808245ba66df5f1c,http://ufcstats.com/event-details/ae58685caf8e4a0d
Dave Strasser,Romie Aram,win,Welterweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/9f5f9173666ce1b7,http://ufcstats.com/event-details/ae58685caf8e4a0d
Wesley Correira,Sean Alvarez,win,Heavyweight,KO/TKO Punches,2,1:46,http://ufcstats.com/fight-details/4e75ed154de637e2,http://ufcstats.com/event-details/ae58685caf8e4a0d
Rich Franklin,Evan Tanner,win,Light Heavyweight,KO/TKO Punches,1,2:40,http://ufcstats.com/fight-details/af59e32a5b3f6065,http://ufcstats.com/event-details/ae58685caf8e4a0d
Duane Ludwig,Genki Sudo,win,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/5a9657d4faeea2c5,http://ufcstats.com/event-details/ae58685caf8e4a0d
Hermes Franca,Richard Crunkilton,win,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/363efd241750c23d,http://ufcstats.com/event-details/ae58685caf8e4a0d
David Loiseau,Mark Weir,win,Middleweight,KO/TKO Punches,1,3:55,http://ufcstats.com/fight-details/863319fd2e711ffc,http://ufcstats.com/event-details/ae58685caf8e4a0d
Tim Sylvia,Ricco Rodriguez,win,Heavyweight,KO/TKO Punch,1,3:09,http://ufcstats.com/fight-details/334cd8572d9842cb,http://ufcstats.com/event-details/bba678d312590087
Frank Mir,David Abbott,win,Heavyweight,SUB Toe Hold,1,0:46,http://ufcstats.com/fight-details/a85a0831580696ff,http://ufcstats.com/event-details/bba678d312590087
BJ Penn,Caol Uno,"draw


draw",Lightweight,S-DEC,5,5:00,http://ufcstats.com/fight-details/63ff2ed92c800ef8,http://ufcstats.com/event-details/bba678d312590087
Matt Lindland,Phil Baroni,win,Middleweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/795c682c30d66c19,http://ufcstats.com/event-details/bba678d312590087
Vladimir Matyushenko,Pedro Rizzo,win,Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/558ef0822c8fa5b9,http://ufcstats.com/event-details/bba678d312590087
Din Thomas,Matt Serra,win,Lightweight,S-DEC,3,5:00,http://ufcstats.com/fight-details/6a0c5b9079a4128e,http://ufcstats.com/event-details/bba678d312590087
Gan McGee,Alexandre Dantas,win,Heavyweight,KO/TKO Punches,1,4:49,http://ufcstats.com/fight-details/62ed2b178310306e,http://ufcstats.com/event-details/bba678d312590087
Yves Edwards,Rich Clementi,win,Lightweight,SUB Rear Naked Choke,3,4:07,http://ufcstats.com/fight-details/0dade757305afebd,http://ufcstats.com/event-details/bba678d312590087
Tito Ortiz,Ken Shamrock,win,Light Heavyweight,KO/TKO,3,5:00,http://ufcstats.com/fight-details/9e6f956caa7b549b,http://ufcstats.com/event-details/e06fd1260ac865a7
Chuck Liddell,Renato Sobral,win,Light Heavyweight,KO/TKO Kick,1,2:55,http://ufcstats.com/fight-details/9a0865000a3d642e,http://ufcstats.com/event-details/e06fd1260ac865a7
Matt Hughes,Gil Castillo,win,Welterweight,KO/TKO,1,5:00,http://ufcstats.com/fight-details/b0bb09e4ca8343af,http://ufcstats.com/event-details/e06fd1260ac865a7
Carlos Newton,Pete Spratt,win,Welterweight,SUB Kimura,1,1:45,http://ufcstats.com/fight-details/497a87188392e057,http://ufcstats.com/event-details/e06fd1260ac865a7
Robbie Lawler,Tiki Ghosn,win,Welterweight,KO/TKO Punch,1,1:29,http://ufcstats.com/fight-details/68b141785f76575b,http://ufcstats.com/event-details/e06fd1260ac865a7
Andrei Arlovski,Ian Freeman,win,Heavyweight,KO/TKO Punches,1,1:18,http://ufcstats.com/fight-details/9d9c2c8802d21887,http://ufcstats.com/event-details/e06fd1260ac865a7
Vladimir Matyushenko,Travis Wiuff,win,Heavyweight,KO/TKO Punches,1,4:10,http://ufcstats.com/fight-details/754882d95491d287,http://ufcstats.com/event-details/e06fd1260ac865a7
Phillip Miller,Mark Weir,win,Middleweight,SUB Rear Naked Choke,2,4:50,http://ufcstats.com/fight-details/e66eebeff23ceb1e,http://ufcstats.com/event-details/e06fd1260ac865a7
Ricco Rodriguez,Randy Couture,win,Heavyweight,KO/TKO Elbows,5,3:04,http://ufcstats.com/fight-details/e06ff3d3f1c0ab69,http://ufcstats.com/event-details/0cf935519d439ba6
Tim Sylvia,Wesley Correira,win,Heavyweight,KO/TKO,2,1:43,http://ufcstats.com/fight-details/ffe4379d6bd1e82b,http://ufcstats.com/event-details/0cf935519d439ba6
BJ Penn,Matt Serra,win,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/b0ed7f6450ad33c5,http://ufcstats.com/event-details/0cf935519d439ba6
Caol Uno,Din Thomas,win,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/826b03504b9bad4e,http://ufcstats.com/event-details/0cf935519d439ba6
Gan McGee,Pedro Rizzo,win,Heavyweight,KO/TKO,1,5:00,http://ufcstats.com/fight-details/56ba0c15cf501669,http://ufcstats.com/event-details/0cf935519d439ba6
Phil Baroni,Dave Menne,win,Middleweight,KO/TKO Punches,1,0:18,http://ufcstats.com/fight-details/20a6710c50698166,http://ufcstats.com/event-details/0cf935519d439ba6
Matt Lindland,Ivan Salaverry,win,Middleweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/e7183e758f6b8bda,http://ufcstats.com/event-details/0cf935519d439ba6
Sean Sherk,Benji Radach,win,Welterweight,KO/TKO,1,4:16,http://ufcstats.com/fight-details/9e62f31318d21a32,http://ufcstats.com/event-details/0cf935519d439ba6
Matt Hughes,Carlos Newton,win,Welterweight,KO/TKO Punches,4,3:37,http://ufcstats.com/fight-details/0f6dd5d9a96ceb9d,http://ufcstats.com/event-details/1dc56b59cb28425d
Ian Freeman,Frank Mir,win,Heavyweight,KO/TKO,1,4:35,http://ufcstats.com/fight-details/2a2f50039ac636d0,http://ufcstats.com/event-details/1dc56b59cb28425d
Mark Weir,Eugene Jackson,win,Middleweight,KO/TKO Punch,1,0:10,http://ufcstats.com/fight-details/38d8b19a1ef5942a,http://ufcstats.com/event-details/1dc56b59cb28425d
Genki Sudo,Leigh Remedios,win,Lightweight,SUB Rear Naked Choke,2,1:38,http://ufcstats.com/fight-details/fb93d1cafcc6b455,http://ufcstats.com/event-details/1dc56b59cb28425d
Phillip Miller,James Zikic,win,Light Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/90b36806779330b9,http://ufcstats.com/event-details/1dc56b59cb28425d
Renato Sobral,Elvis Sinosic,win,Light Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/1531cb3152157ada,http://ufcstats.com/event-details/1dc56b59cb28425d
Evan Tanner,Chris Haseman,win,Light Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/b5c4fbd6e1d94594,http://ufcstats.com/event-details/1dc56b59cb28425d
Chuck Liddell,Vitor Belfort,win,Light Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/2d1c4027b8e50a0d,http://ufcstats.com/event-details/9ccdd2ce45903f34
Benji Radach,Nick Serra,win,Welterweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/255da7afa89eb0e5,http://ufcstats.com/event-details/9ccdd2ce45903f34
Pete Spratt,Zach Light,win,Welterweight,SUB Armbar,1,2:25,http://ufcstats.com/fight-details/3c27780140809908,http://ufcstats.com/event-details/9ccdd2ce45903f34
Robbie Lawler,Steve Berger,win,Welterweight,KO/TKO Punch,2,0:27,http://ufcstats.com/fight-details/37ae54e5a84fd646,http://ufcstats.com/event-details/9ccdd2ce45903f34
Tony Fryklund,Rodrigo Ruas,win,Middleweight,KO/TKO Punches,2,3:34,http://ufcstats.com/fight-details/0e30b22cd0987640,http://ufcstats.com/event-details/9ccdd2ce45903f34
Yves Edwards,Joao Pierini,win,Lightweight,KO/TKO,1,1:19,http://ufcstats.com/fight-details/5637c7b3e4131941,http://ufcstats.com/event-details/9ccdd2ce45903f34
Murilo Bustamante,Matt Lindland,win,Middleweight,SUB Guillotine Choke,3,1:33,http://ufcstats.com/fight-details/188537d906b30a7c,http://ufcstats.com/event-details/9fd1f08dd4aec14a
Ricco Rodriguez,Tsuyoshi Kohsaka,win,Heavyweight,KO/TKO Punches,2,3:25,http://ufcstats.com/fight-details/18273af728dda0c8,http://ufcstats.com/event-details/9fd1f08dd4aec14a
BJ Penn,Paul Creighton,win,Lightweight,KO/TKO Punches,2,3:23,http://ufcstats.com/fight-details/92de601366ced6dc,http://ufcstats.com/event-details/9fd1f08dd4aec14a
Phil Baroni,Amar Suloev,win,Middleweight,KO/TKO Punches,1,2:59,http://ufcstats.com/fight-details/56812137775844c8,http://ufcstats.com/event-details/9fd1f08dd4aec14a
Caol Uno,Yves Edwards,win,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/1228c4297882e8ba,http://ufcstats.com/event-details/9fd1f08dd4aec14a
Ivan Salaverry,Andrei Semenov,win,Middleweight,KO/TKO Punches,3,2:27,http://ufcstats.com/fight-details/b82abffcf66db401,http://ufcstats.com/event-details/9fd1f08dd4aec14a
Benji Radach,Steve Berger,"nc


nc",Welterweight,Overturned,1,0:27,http://ufcstats.com/fight-details/fe60fd0ee67902dc,http://ufcstats.com/event-details/9fd1f08dd4aec14a
Robbie Lawler,Aaron Riley,win,Welterweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/5550e3d9ff8b965c,http://ufcstats.com/event-details/9fd1f08dd4aec14a
Josh Barnett,Randy Couture,win,Heavyweight,KO/TKO Punches,2,4:35,http://ufcstats.com/fight-details/38dbb6f2e1456acd,http://ufcstats.com/event-details/02fc8f50f56eb307
Pedro Rizzo,Andrei Arlovski,win,Heavyweight,KO/TKO Punch,3,1:45,http://ufcstats.com/fight-details/efc865fce64b5848,http://ufcstats.com/event-details/02fc8f50f56eb307
Matt Hughes,Hayato Sakurai,win,Welterweight,KO/TKO Punches,4,3:01,http://ufcstats.com/fight-details/e7833d5728f3ebef,http://ufcstats.com/event-details/02fc8f50f56eb307
Matt Lindland,Pat Miletich,win,Middleweight,KO/TKO Punches,1,3:09,http://ufcstats.com/fight-details/3c2ac653409cf5f2,http://ufcstats.com/event-details/02fc8f50f56eb307
Evan Tanner,Elvis Sinosic,win,Light Heavyweight,KO/TKO,1,2:06,http://ufcstats.com/fight-details/1c0f5152b0bbef05,http://ufcstats.com/event-details/02fc8f50f56eb307
Frank Mir,Pete Williams,win,Heavyweight,SUB Other - Lock,1,0:46,http://ufcstats.com/fight-details/7468f870b08aaccc,http://ufcstats.com/event-details/02fc8f50f56eb307
Matt Serra,Kelly Dullanty,win,Lightweight,SUB Triangle Choke,1,2:58,http://ufcstats.com/fight-details/ef83377d584ec055,http://ufcstats.com/event-details/02fc8f50f56eb307
Sean Sherk,Jutaro Nakao,win,Welterweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/87f39e0d82349c3b,http://ufcstats.com/event-details/02fc8f50f56eb307
Jens Pulver,BJ Penn,win,Lightweight,M-DEC,5,5:00,http://ufcstats.com/fight-details/e1bc211f43378ee7,http://ufcstats.com/event-details/946f341df6472ee0
Ricco Rodriguez,Jeff Monson,win,Heavyweight,KO/TKO Punches,3,3:00,http://ufcstats.com/fight-details/0ff019f37961b954,http://ufcstats.com/event-details/946f341df6472ee0
Murilo Bustamante,Dave Menne,win,Middleweight,KO/TKO Punch,2,0:44,http://ufcstats.com/fight-details/cfa9bc77c803956e,http://ufcstats.com/event-details/946f341df6472ee0
Chuck Liddell,Amar Suloev,win,Light Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/0fe4e788b16c03cd,http://ufcstats.com/event-details/946f341df6472ee0
Andrei Semenov,Ricardo Almeida,win,Middleweight,KO/TKO Punch,2,2:01,http://ufcstats.com/fight-details/17ba2950b7f6d64a,http://ufcstats.com/event-details/946f341df6472ee0
Kevin Randleman,Renato Sobral,win,Light Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/f67fa758cc79cd65,http://ufcstats.com/event-details/946f341df6472ee0
Gil Castillo,Chris Brennan,win,Welterweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/8762b96aaefb03af,http://ufcstats.com/event-details/946f341df6472ee0
Eugene Jackson,Keith Rockel,win,Middleweight,SUB Guillotine Choke,2,1:14,http://ufcstats.com/fight-details/1f299942446461e9,http://ufcstats.com/event-details/946f341df6472ee0
Randy Couture,Pedro Rizzo,win,Heavyweight,KO/TKO Punches,3,3:22,http://ufcstats.com/fight-details/bce4808806f88c99,http://ufcstats.com/event-details/4dc496aa0cfc0d95
Ricco Rodriguez,Pete Williams,win,Heavyweight,KO/TKO Punches,2,4:02,http://ufcstats.com/fight-details/7c76b3c48a5583df,http://ufcstats.com/event-details/4dc496aa0cfc0d95
Matt Hughes,Carlos Newton,win,Welterweight,KO/TKO Slam,2,1:27,http://ufcstats.com/fight-details/57f4aac17f067c11,http://ufcstats.com/event-details/4dc496aa0cfc0d95
BJ Penn,Caol Uno,win,Lightweight,KO/TKO Punches,1,0:11,http://ufcstats.com/fight-details/f20bd0b549e1a97d,http://ufcstats.com/event-details/4dc496aa0cfc0d95
Josh Barnett,Bobby Hoffman,win,Heavyweight,KO/TKO Punches,2,4:25,http://ufcstats.com/fight-details/c3b2a72cc291db4e,http://ufcstats.com/event-details/4dc496aa0cfc0d95
Evan Tanner,Homer Moore,win,Light Heavyweight,SUB Armbar,2,0:55,http://ufcstats.com/fight-details/7ea81958dfb80d70,http://ufcstats.com/event-details/4dc496aa0cfc0d95
Matt Lindland,Phil Baroni,win,Middleweight,M-DEC,3,5:00,http://ufcstats.com/fight-details/e4628e64a2ef7100,http://ufcstats.com/event-details/4dc496aa0cfc0d95
Frank Mir,Roberto Traven,win,Heavyweight,SUB Armbar,1,1:05,http://ufcstats.com/fight-details/586635087cdfbbcc,http://ufcstats.com/event-details/4dc496aa0cfc0d95
Tito Ortiz,Vladimir Matyushenko,win,Light Heavyweight,U-DEC,5,5:00,http://ufcstats.com/fight-details/ea64af61ed03453f,http://ufcstats.com/event-details/c75b99887c8c3f5a
Jens Pulver,Dennis Hallman,win,Lightweight,U-DEC,5,5:00,http://ufcstats.com/fight-details/970c2beda72908c6,http://ufcstats.com/event-details/c75b99887c8c3f5a
Chuck Liddell,Murilo Bustamante,win,Light Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/a6a4be467d12ea5c,http://ufcstats.com/event-details/c75b99887c8c3f5a
Matt Serra,Yves Edwards,win,Welterweight,M-DEC,3,5:00,http://ufcstats.com/fight-details/3b63f4fb24694d74,http://ufcstats.com/event-details/c75b99887c8c3f5a
Dave Menne,Gil Castillo,win,Middleweight,U-DEC,5,5:00,http://ufcstats.com/fight-details/37cb7ce0f0b70640,http://ufcstats.com/event-details/c75b99887c8c3f5a
Jutaro Nakao,Tony DeSouza,win,Welterweight,KO/TKO Punch,2,0:15,http://ufcstats.com/fight-details/2e2b70a5294012bd,http://ufcstats.com/event-details/c75b99887c8c3f5a
Ricardo Almeida,Eugene Jackson,win,Middleweight,SUB Triangle Choke,1,4:06,http://ufcstats.com/fight-details/fb1fe28a5d97db51,http://ufcstats.com/event-details/c75b99887c8c3f5a
Din Thomas,Fabiano Iha,win,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/9cd5a54a285653c2,http://ufcstats.com/event-details/c75b99887c8c3f5a
Tito Ortiz,Elvis Sinosic,win,Light Heavyweight,KO/TKO Elbows,1,3:32,http://ufcstats.com/fight-details/40dbe22895f98978,http://ufcstats.com/event-details/7b9aa973e5c04624
BJ Penn,Din Thomas,win,Lightweight,KO/TKO Knee,1,2:42,http://ufcstats.com/fight-details/5e80048e6a5681b8,http://ufcstats.com/event-details/7b9aa973e5c04624
Josh Barnett,Semmy Schilt,win,Heavyweight,SUB Armbar,1,4:21,http://ufcstats.com/fight-details/09da511e611b4eb1,http://ufcstats.com/event-details/7b9aa973e5c04624
Pat Miletich,Shonie Carter,win,Welterweight,KO/TKO Kick,2,2:42,http://ufcstats.com/fight-details/b7419e18d9461277,http://ufcstats.com/event-details/7b9aa973e5c04624
Caol Uno,Fabiano Iha,win,Lightweight,KO/TKO Punches,1,1:48,http://ufcstats.com/fight-details/6314e63003745e80,http://ufcstats.com/event-details/7b9aa973e5c04624
Vladimir Matyushenko,Yuki Kondo,win,Light Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/6afdefcb6728467e,http://ufcstats.com/event-details/7b9aa973e5c04624
Ricco Rodriguez,Andrei Arlovski,win,Heavyweight,KO/TKO Punches,3,1:23,http://ufcstats.com/fight-details/c9d2abc25651a1a7,http://ufcstats.com/event-details/7b9aa973e5c04624
Tony DeSouza,Paul Rodriguez,win,Welterweight,SUB Guillotine Choke,1,1:05,http://ufcstats.com/fight-details/085d6ea4d12917a2,http://ufcstats.com/event-details/7b9aa973e5c04624
Randy Couture,Pedro Rizzo,win,Heavyweight,U-DEC,5,5:00,http://ufcstats.com/fight-details/6f62436ae042009b,http://ufcstats.com/event-details/20bd6c3e03c46ee6
Carlos Newton,Pat Miletich,win,Welterweight,SUB Bulldog Choke,3,2:50,http://ufcstats.com/fight-details/34ab72077963ee74,http://ufcstats.com/event-details/20bd6c3e03c46ee6
Chuck Liddell,Kevin Randleman,win,Light Heavyweight,KO/TKO Punch,1,1:18,http://ufcstats.com/fight-details/c0be83e56601e7ce,http://ufcstats.com/event-details/20bd6c3e03c46ee6
Shonie Carter,Matt Serra,win,Welterweight,KO/TKO Spinning Back Fist,3,4:51,http://ufcstats.com/fight-details/0434a68809885ea1,http://ufcstats.com/event-details/20bd6c3e03c46ee6
Semmy Schilt,Pete Williams,win,Heavyweight,KO/TKO Punch,2,1:28,http://ufcstats.com/fight-details/7a018ddd9239e45f,http://ufcstats.com/event-details/20bd6c3e03c46ee6
